circle1	circle4
circle1	line1
circle1	line2
circle2	circle3
circle2	line1
circle2	line2
circle3	circle2
circle3	line1
circle3	line2
circle4	circle1
circle4	line1
circle4	line2
line1	circle1
line1	circle2
line1	circle3
line1	circle4
line1	line2
line2	circle1
line2	circle2
line2	circle3
line2	circle4
line2	line1
